recordId,dirname,rank,agent_name,score,question,rewritten_tool_query,tool_names,llm_names
leaderboard_bbh_disambiguation_qa_question_70,bbh_disambiguation_qa,1,agent_1,3,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: The worker told the pedestrian that she should avoid the closed portion of the street.
Options:
(A) The worker should avoid the closed portion
(B) The pedestrian should avoid the closed portion
(C) Ambiguous",pronoun antecedent resolution; coreference disambiguation; text classification multiple choice,,nvidia__AceInstruct-7B
leaderboard_bbh_disambiguation_qa_question_155,bbh_disambiguation_qa,1,agent_1,3,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: The construction worker called the editor and told her the whole story.
Options:
(A) Told the construction worker the story
(B) Told the editor the story
(C) Ambiguous",pronoun antecedent resolution; ambiguous pronoun detection; sentence answer extraction,Webit Language&&Analyze Grammar,nvidia__OpenMath2-Llama3.1-8B
leaderboard_bbh_disambiguation_qa_question_162,bbh_disambiguation_qa,1,agent_1,3,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: Alex tells us that they could not meet.
Options:
(A) Alex could not meet
(B) We could not meet
(C) Ambiguous",pronoun antecedent resolution; ambiguity detection; multiple choice answer extraction,,nvidia__AceInstruct-7B
leaderboard_bbh_disambiguation_qa_question_167,bbh_disambiguation_qa,1,agent_1,3,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: After meeting with the producers, Sam goes to their office.
Options:
(A) It is Sam's office
(B) It is the producers' office
(C) Ambiguous",pronoun antecedent resolution; ambiguity detection,,tiiuae__Falcon3-7B-Instruct
leaderboard_bbh_disambiguation_qa_question_178,bbh_disambiguation_qa,1,agent_1,3,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: Bailey plans to meet the director at their office
Options:
(A) It is Bailey's office
(B) It is the director's office
(C) Ambiguous",pronoun antecedent resolution; ambiguous reference detection; multiple choice answer,,microsoft__Orca-2-7b
leaderboard_bbh_formal_fallacies_question_10,bbh_formal_fallacies,1,agent_1,3,"""Is Siri a stepsister of Mary? Is Susan related to Kate? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: Whoever is not a workmate of Hilda is a stepsister of Heather. Every workmate of Hilda is either a stepsister of Heather or an aunt of Clara, or both. We may conclude: Being an aunt of Clara is necessary for being a workmate of Hilda.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity checker; argument premise conclusion entailment; deductive reasoning validation,,deepseek-ai__DeepSeek-R1-Distill-Qwen-32B
leaderboard_bbh_formal_fallacies_question_83,bbh_formal_fallacies,1,agent_1,3,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First premise: Whoever is an uncle of Andrew and a brother of Derrick is also a grandson of Jon.second premise: Every cousin of Chad is an uncle of Andrew. Third premise: Being a brother of Derrick is necessary for being a cousin of Chad. All this entails that every cousin of Chad is a grandson of Jon.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",argument validity check; logical entailment proof; premise conclusion verification,,deepseek-ai__DeepSeek-R1-Distill-Qwen-32B
leaderboard_bbh_formal_fallacies_question_147,bbh_formal_fallacies,1,agent_1,3,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First of all, whoever is not a half-brother of Steven is a great-grandfather of Craig. Next, there is somebody who is a great-grandfather of Craig and, in addition, not an ancestor of Jordon or not a stepbrother of Gustavo. It follows that not every half-brother of Steven is both an ancestor of Jordon and a stepbrother of Gustavo.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity check; deductive argument evaluation; premise conclusion entailment,,google__mt5-small
leaderboard_bbh_formal_fallacies_question_184,bbh_formal_fallacies,1,agent_1,3,"""Is Titanium oxide an ingredient of my washing power? Which chemicals does my perfume contain? It is really difficult to keep track of all chemicals one is regularly exposed to. The following argument seeks to clarify some such relations: Every ingredient of CUSTOM BLEND POWDER is an ingredient of Gold Dust or an ingredient of Parisian Chic. Whatever is an ingredient of Parisian Chic is not an ingredient of CUSTOM BLEND POWDER. In consequence, every ingredient of CUSTOM BLEND POWDER is an ingredient of Gold Dust.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",ingredient lookup; chemical composition search; deductive validity check,,deepseek-ai__DeepSeek-R1-Distill-Qwen-32B
leaderboard_bbh_formal_fallacies_question_228,bbh_formal_fallacies,1,agent_1,3,"""Consumer research aims at understanding whether users of some products also tend to consume other ones, or not. The following argument seeks to clarify some such relations: First premise: Oliver is not a regular user of Organix Hair shampoo. Second premise: Everyone who is not both a regular user of Organix Hair shampoo and a rare consumer of Purpose soap is however a loyal buyer of Kiss My Face soap. We may conclude that Oliver is a loyal buyer of Kiss My Face soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity check; premise conclusion entailment; deductive argument evaluation,,nvidia__OpenMath2-Llama3.1-8B
