recordId,dirname,question,rewritten_tool_query,agent_name,agent_rank,tool_name,score,note
leaderboard_bbh_causal_judgement_question_65,bbh_causal_judgement,"How would a typical person answer each of the following questions about causation?
Jim, Carol, Bob, and Nancy are researchers in a remote area, and they have a limited supply of electricity. Because of their limited supply, the electricity only comes on in the evenings from 8-9 PM, and they have to restrict who can use power on certain days. If three people turn on their lamps at the same time, the breaker will fail. The breaker will not fail if fewer people turn on their lamps at the same time. Jim, Carol, Bob, and Nancy are all allowed to use their lamps on Thursdays. This Thursday Jim turns on his lamp at 8 PM. Just then, Carol turns on her lamp, and Bob also turns on his lamp. Since three people turned on their lamps at the same time, the circuit breaker failed. Did Jim turning on his lamp at 8 PM cause the circuit breaker to fail?
Options:
- Yes
- No",causal reasoning answer yes/no; counterfactual causation; logic question classification,agent_3,3,NLP Text Processor Categorizer and Analyzer&&Flippy Endpoint,1,
leaderboard_bbh_causal_judgement_question_65,bbh_causal_judgement,"How would a typical person answer each of the following questions about causation?
Jim, Carol, Bob, and Nancy are researchers in a remote area, and they have a limited supply of electricity. Because of their limited supply, the electricity only comes on in the evenings from 8-9 PM, and they have to restrict who can use power on certain days. If three people turn on their lamps at the same time, the breaker will fail. The breaker will not fail if fewer people turn on their lamps at the same time. Jim, Carol, Bob, and Nancy are all allowed to use their lamps on Thursdays. This Thursday Jim turns on his lamp at 8 PM. Just then, Carol turns on her lamp, and Bob also turns on his lamp. Since three people turned on their lamps at the same time, the circuit breaker failed. Did Jim turning on his lamp at 8 PM cause the circuit breaker to fail?
Options:
- Yes
- No",causal reasoning answer yes/no; counterfactual causation; logic question classification,agent_4,4,Twinword Text Analysis Bundle&&Classify (post),1,
leaderboard_bbh_date_understanding_question_20,bbh_date_understanding,"Jane booked a flight for tomorrow, Jul 29, 2002. What is the date today in MM/DD/YYYY?
Options:
(A) 10/09/2002
(B) 08/18/2002
(C) 07/16/2002
(D) 07/28/2002
(E) 11/28/2002
(F) 09/11/2002",current date; date arithmetic; calendar date compare,agent_1,1,current_time_service,3,
leaderboard_bbh_date_understanding_question_20,bbh_date_understanding,"Jane booked a flight for tomorrow, Jul 29, 2002. What is the date today in MM/DD/YYYY?
Options:
(A) 10/09/2002
(B) 08/18/2002
(C) 07/16/2002
(D) 07/28/2002
(E) 11/28/2002
(F) 09/11/2002",current date; date arithmetic; calendar date compare,agent_1,1,calculator,-3,
leaderboard_bbh_date_understanding_question_20,bbh_date_understanding,"Jane booked a flight for tomorrow, Jul 29, 2002. What is the date today in MM/DD/YYYY?
Options:
(A) 10/09/2002
(B) 08/18/2002
(C) 07/16/2002
(D) 07/28/2002
(E) 11/28/2002
(F) 09/11/2002",current date; date arithmetic; calendar date compare,agent_2,2,current_time_service,3,
leaderboard_bbh_date_understanding_question_20,bbh_date_understanding,"Jane booked a flight for tomorrow, Jul 29, 2002. What is the date today in MM/DD/YYYY?
Options:
(A) 10/09/2002
(B) 08/18/2002
(C) 07/16/2002
(D) 07/28/2002
(E) 11/28/2002
(F) 09/11/2002",current date; date arithmetic; calendar date compare,agent_2,2,calculator,-3,
leaderboard_bbh_date_understanding_question_20,bbh_date_understanding,"Jane booked a flight for tomorrow, Jul 29, 2002. What is the date today in MM/DD/YYYY?
Options:
(A) 10/09/2002
(B) 08/18/2002
(C) 07/16/2002
(D) 07/28/2002
(E) 11/28/2002
(F) 09/11/2002",current date; date arithmetic; calendar date compare,agent_3,3,current_time_service,3,
leaderboard_bbh_date_understanding_question_20,bbh_date_understanding,"Jane booked a flight for tomorrow, Jul 29, 2002. What is the date today in MM/DD/YYYY?
Options:
(A) 10/09/2002
(B) 08/18/2002
(C) 07/16/2002
(D) 07/28/2002
(E) 11/28/2002
(F) 09/11/2002",current date; date arithmetic; calendar date compare,agent_4,4,calculator,-3,
leaderboard_bbh_date_understanding_question_111,bbh_date_understanding,"Today is the second day of the third month of 1966. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 12/09/1965
(B) 03/02/1966
(C) 03/28/1966
(D) 03/26/1966
(E) 03/09/1966
(F) 02/22/1966",date calculation; add 7 days; format date MM/DD/YYYY,agent_1,1,calculator,-3,
leaderboard_bbh_date_understanding_question_111,bbh_date_understanding,"Today is the second day of the third month of 1966. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 12/09/1965
(B) 03/02/1966
(C) 03/28/1966
(D) 03/26/1966
(E) 03/09/1966
(F) 02/22/1966",date calculation; add 7 days; format date MM/DD/YYYY,agent_1,1,<<Date Calculator API&&postCheckDayDiff>>,3,
leaderboard_bbh_date_understanding_question_111,bbh_date_understanding,"Today is the second day of the third month of 1966. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 12/09/1965
(B) 03/02/1966
(C) 03/28/1966
(D) 03/26/1966
(E) 03/09/1966
(F) 02/22/1966",date calculation; add 7 days; format date MM/DD/YYYY,agent_2,2,calculator,-3,
leaderboard_bbh_date_understanding_question_111,bbh_date_understanding,"Today is the second day of the third month of 1966. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 12/09/1965
(B) 03/02/1966
(C) 03/28/1966
(D) 03/26/1966
(E) 03/09/1966
(F) 02/22/1966",date calculation; add 7 days; format date MM/DD/YYYY,agent_2,2,<<Date Calculator&&datedif>>,3,
leaderboard_bbh_date_understanding_question_111,bbh_date_understanding,"Today is the second day of the third month of 1966. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 12/09/1965
(B) 03/02/1966
(C) 03/28/1966
(D) 03/26/1966
(E) 03/09/1966
(F) 02/22/1966",date calculation; add 7 days; format date MM/DD/YYYY,agent_3,3,calculator,-3,
leaderboard_bbh_date_understanding_question_111,bbh_date_understanding,"Today is the second day of the third month of 1966. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 12/09/1965
(B) 03/02/1966
(C) 03/28/1966
(D) 03/26/1966
(E) 03/09/1966
(F) 02/22/1966",date calculation; add 7 days; format date MM/DD/YYYY,agent_3,3,<<Date Calculator&&edate>>,3,
leaderboard_bbh_date_understanding_question_111,bbh_date_understanding,"Today is the second day of the third month of 1966. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 12/09/1965
(B) 03/02/1966
(C) 03/28/1966
(D) 03/26/1966
(E) 03/09/1966
(F) 02/22/1966",date calculation; add 7 days; format date MM/DD/YYYY,agent_4,4,calculator,-3,
leaderboard_bbh_date_understanding_question_174,bbh_date_understanding,"Jane is celebrating the last day of Jan 2012. What is the date today in MM/DD/YYYY?
Options:
(A) 01/31/2012
(B) 01/29/2012
(C) 02/10/2012
(D) 03/22/2012
(E) 01/30/2012
(F) 01/21/2012",date lookup; calendar date today; format MM/DD/YYYY,agent_1,1,current_time_service,3,
leaderboard_bbh_date_understanding_question_174,bbh_date_understanding,"Jane is celebrating the last day of Jan 2012. What is the date today in MM/DD/YYYY?
Options:
(A) 01/31/2012
(B) 01/29/2012
(C) 02/10/2012
(D) 03/22/2012
(E) 01/30/2012
(F) 01/21/2012",date lookup; calendar date today; format MM/DD/YYYY,agent_2,2,current_time_service,3,
leaderboard_bbh_date_understanding_question_174,bbh_date_understanding,"Jane is celebrating the last day of Jan 2012. What is the date today in MM/DD/YYYY?
Options:
(A) 01/31/2012
(B) 01/29/2012
(C) 02/10/2012
(D) 03/22/2012
(E) 01/30/2012
(F) 01/21/2012",date lookup; calendar date today; format MM/DD/YYYY,agent_5,5,current_time_service,3,
leaderboard_bbh_date_understanding_question_189,bbh_date_understanding,"Tomorrow is 11/12/2019. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 08/21/2019
(B) 11/18/2019
(C) 11/18/2025
(D) 11/18/2011
(E) 02/18/2020
(F) 11/04/2019",date calculation; add 1 week; format date MM/DD/YYYY,agent_1,1,current_time_service,2,
leaderboard_bbh_date_understanding_question_189,bbh_date_understanding,"Tomorrow is 11/12/2019. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 08/21/2019
(B) 11/18/2019
(C) 11/18/2025
(D) 11/18/2011
(E) 02/18/2020
(F) 11/04/2019",date calculation; add 1 week; format date MM/DD/YYYY,agent_1,1,calculator,-3,
leaderboard_bbh_date_understanding_question_189,bbh_date_understanding,"Tomorrow is 11/12/2019. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 08/21/2019
(B) 11/18/2019
(C) 11/18/2025
(D) 11/18/2011
(E) 02/18/2020
(F) 11/04/2019",date calculation; add 1 week; format date MM/DD/YYYY,agent_1,1,Date Calculator API&&postCheckDayDiff,3,
leaderboard_bbh_date_understanding_question_189,bbh_date_understanding,"Tomorrow is 11/12/2019. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 08/21/2019
(B) 11/18/2019
(C) 11/18/2025
(D) 11/18/2011
(E) 02/18/2020
(F) 11/04/2019",date calculation; add 1 week; format date MM/DD/YYYY,agent_2,2,current_time_service,2,
leaderboard_bbh_date_understanding_question_189,bbh_date_understanding,"Tomorrow is 11/12/2019. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 08/21/2019
(B) 11/18/2019
(C) 11/18/2025
(D) 11/18/2011
(E) 02/18/2020
(F) 11/04/2019",date calculation; add 1 week; format date MM/DD/YYYY,agent_2,2,Date Calculator API&&postCheckDayDiff,3,
leaderboard_bbh_date_understanding_question_189,bbh_date_understanding,"Tomorrow is 11/12/2019. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 08/21/2019
(B) 11/18/2019
(C) 11/18/2025
(D) 11/18/2011
(E) 02/18/2020
(F) 11/04/2019",date calculation; add 1 week; format date MM/DD/YYYY,agent_2,2,calculator,-3,
leaderboard_bbh_date_understanding_question_189,bbh_date_understanding,"Tomorrow is 11/12/2019. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 08/21/2019
(B) 11/18/2019
(C) 11/18/2025
(D) 11/18/2011
(E) 02/18/2020
(F) 11/04/2019",date calculation; add 1 week; format date MM/DD/YYYY,agent_3,3,current_time_service,2,
leaderboard_bbh_date_understanding_question_189,bbh_date_understanding,"Tomorrow is 11/12/2019. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 08/21/2019
(B) 11/18/2019
(C) 11/18/2025
(D) 11/18/2011
(E) 02/18/2020
(F) 11/04/2019",date calculation; add 1 week; format date MM/DD/YYYY,agent_3,3,Date Calculator&&edate,3,
leaderboard_bbh_date_understanding_question_189,bbh_date_understanding,"Tomorrow is 11/12/2019. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 08/21/2019
(B) 11/18/2019
(C) 11/18/2025
(D) 11/18/2011
(E) 02/18/2020
(F) 11/04/2019",date calculation; add 1 week; format date MM/DD/YYYY,agent_4,4,current_time_service,2,
leaderboard_bbh_date_understanding_question_189,bbh_date_understanding,"Tomorrow is 11/12/2019. What is the date one week from today in MM/DD/YYYY?
Options:
(A) 08/21/2019
(B) 11/18/2019
(C) 11/18/2025
(D) 11/18/2011
(E) 02/18/2020
(F) 11/04/2019",date calculation; add 1 week; format date MM/DD/YYYY,agent_4,4,calculator,-3,
leaderboard_bbh_date_understanding_question_200,bbh_date_understanding,"In the US, Thanksgiving is on the fourth Thursday of November. Today is the US Thanksgiving of 2001. What is the date tomorrow in MM/DD/YYYY?
Options:
(A) 11/09/2002
(B) 12/07/2002
(C) 11/23/2002
(D) 06/23/2002
(E) 10/15/2002
(F) 08/29/2002",date calculation; convert relative date to MM/DD/YYYY; US Thanksgiving 2001 tomorrow,agent_1,1,current_time_service,-3,
leaderboard_bbh_date_understanding_question_200,bbh_date_understanding,"In the US, Thanksgiving is on the fourth Thursday of November. Today is the US Thanksgiving of 2001. What is the date tomorrow in MM/DD/YYYY?
Options:
(A) 11/09/2002
(B) 12/07/2002
(C) 11/23/2002
(D) 06/23/2002
(E) 10/15/2002
(F) 08/29/2002",date calculation; convert relative date to MM/DD/YYYY; US Thanksgiving 2001 tomorrow,agent_1,1,Date Calculator API&&postCheckDayDiff,3,
leaderboard_bbh_date_understanding_question_200,bbh_date_understanding,"In the US, Thanksgiving is on the fourth Thursday of November. Today is the US Thanksgiving of 2001. What is the date tomorrow in MM/DD/YYYY?
Options:
(A) 11/09/2002
(B) 12/07/2002
(C) 11/23/2002
(D) 06/23/2002
(E) 10/15/2002
(F) 08/29/2002",date calculation; convert relative date to MM/DD/YYYY; US Thanksgiving 2001 tomorrow,agent_2,2,current_time_service,-3,
leaderboard_bbh_date_understanding_question_200,bbh_date_understanding,"In the US, Thanksgiving is on the fourth Thursday of November. Today is the US Thanksgiving of 2001. What is the date tomorrow in MM/DD/YYYY?
Options:
(A) 11/09/2002
(B) 12/07/2002
(C) 11/23/2002
(D) 06/23/2002
(E) 10/15/2002
(F) 08/29/2002",date calculation; convert relative date to MM/DD/YYYY; US Thanksgiving 2001 tomorrow,agent_2,2,Date Calculator API&&postCheckDayDiff,3,
leaderboard_bbh_date_understanding_question_200,bbh_date_understanding,"In the US, Thanksgiving is on the fourth Thursday of November. Today is the US Thanksgiving of 2001. What is the date tomorrow in MM/DD/YYYY?
Options:
(A) 11/09/2002
(B) 12/07/2002
(C) 11/23/2002
(D) 06/23/2002
(E) 10/15/2002
(F) 08/29/2002",date calculation; convert relative date to MM/DD/YYYY; US Thanksgiving 2001 tomorrow,agent_3,3,current_time_service,-3,
leaderboard_bbh_date_understanding_question_200,bbh_date_understanding,"In the US, Thanksgiving is on the fourth Thursday of November. Today is the US Thanksgiving of 2001. What is the date tomorrow in MM/DD/YYYY?
Options:
(A) 11/09/2002
(B) 12/07/2002
(C) 11/23/2002
(D) 06/23/2002
(E) 10/15/2002
(F) 08/29/2002",date calculation; convert relative date to MM/DD/YYYY; US Thanksgiving 2001 tomorrow,agent_3,3,Date Calculator&&datedif,2,
leaderboard_bbh_date_understanding_question_200,bbh_date_understanding,"In the US, Thanksgiving is on the fourth Thursday of November. Today is the US Thanksgiving of 2001. What is the date tomorrow in MM/DD/YYYY?
Options:
(A) 11/09/2002
(B) 12/07/2002
(C) 11/23/2002
(D) 06/23/2002
(E) 10/15/2002
(F) 08/29/2002",date calculation; convert relative date to MM/DD/YYYY; US Thanksgiving 2001 tomorrow,agent_4,4,current_time_service,-3,
leaderboard_bbh_date_understanding_question_200,bbh_date_understanding,"In the US, Thanksgiving is on the fourth Thursday of November. Today is the US Thanksgiving of 2001. What is the date tomorrow in MM/DD/YYYY?
Options:
(A) 11/09/2002
(B) 12/07/2002
(C) 11/23/2002
(D) 06/23/2002
(E) 10/15/2002
(F) 08/29/2002",date calculation; convert relative date to MM/DD/YYYY; US Thanksgiving 2001 tomorrow,agent_4,4,Date Calculator&&edate,3,
leaderboard_bbh_disambiguation_qa_question_155,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: The construction worker called the editor and told her the whole story.
Options:
(A) Told the construction worker the story
(B) Told the editor the story
(C) Ambiguous",pronoun antecedent resolution; ambiguous pronoun detection; sentence answer extraction,agent_1,1,Webit Language&&Analyze Grammar,3,
leaderboard_bbh_disambiguation_qa_question_155,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: The construction worker called the editor and told her the whole story.
Options:
(A) Told the construction worker the story
(B) Told the editor the story
(C) Ambiguous",pronoun antecedent resolution; ambiguous pronoun detection; sentence answer extraction,agent_2,2,Webit Language&&Analyze Grammar,3,
leaderboard_bbh_disambiguation_qa_question_155,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: The construction worker called the editor and told her the whole story.
Options:
(A) Told the construction worker the story
(B) Told the editor the story
(C) Ambiguous",pronoun antecedent resolution; ambiguous pronoun detection; sentence answer extraction,agent_3,3,Webit Language&&Analyze Grammar,3,
leaderboard_bbh_disambiguation_qa_question_155,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: The construction worker called the editor and told her the whole story.
Options:
(A) Told the construction worker the story
(B) Told the editor the story
(C) Ambiguous",pronoun antecedent resolution; ambiguous pronoun detection; sentence answer extraction,agent_4,4,Webit Language&&Analyze Grammar,3,
leaderboard_bbh_disambiguation_qa_question_155,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: The construction worker called the editor and told her the whole story.
Options:
(A) Told the construction worker the story
(B) Told the editor the story
(C) Ambiguous",pronoun antecedent resolution; ambiguous pronoun detection; sentence answer extraction,agent_5,5,Webit Language&&Analyze Grammar,3,
leaderboard_bbh_geometric_shapes_question_22,bbh_geometric_shapes,"This SVG path element <path d=""M 53.28,39.69 L 62.67,37.78 L 55.55,46.07 L 44.80,44.14 L 53.28,39.69""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape classification; identify polygon from path coordinates,agent_1,1,Geometric Calculation&&Segment Intersect,3,
leaderboard_bbh_geometric_shapes_question_22,bbh_geometric_shapes,"This SVG path element <path d=""M 53.28,39.69 L 62.67,37.78 L 55.55,46.07 L 44.80,44.14 L 53.28,39.69""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape classification; identify polygon from path coordinates,agent_2,2,Geometric Calculation&&Segment Intersect,3,
leaderboard_bbh_geometric_shapes_question_22,bbh_geometric_shapes,"This SVG path element <path d=""M 53.28,39.69 L 62.67,37.78 L 55.55,46.07 L 44.80,44.14 L 53.28,39.69""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape classification; identify polygon from path coordinates,agent_2,2,Geometric Calculation&&Voronoi Diagram,2,
leaderboard_bbh_geometric_shapes_question_22,bbh_geometric_shapes,"This SVG path element <path d=""M 53.28,39.69 L 62.67,37.78 L 55.55,46.07 L 44.80,44.14 L 53.28,39.69""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape classification; identify polygon from path coordinates,agent_3,3,Geometric Calculation&&Segment Intersect,3,
leaderboard_bbh_geometric_shapes_question_32,bbh_geometric_shapes,"This SVG path element <path d=""M 30.17,45.97 L 58.79,40.36 L 18.10,15.70 M 18.10,15.70 L 30.17,45.97""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",identify SVG path shape; geometry shape classification,agent_4,4,<<Geometric Calculation&&Polygon operations>>,2,
leaderboard_bbh_geometric_shapes_question_32,bbh_geometric_shapes,"This SVG path element <path d=""M 30.17,45.97 L 58.79,40.36 L 18.10,15.70 M 18.10,15.70 L 30.17,45.97""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",identify SVG path shape; geometry shape classification,agent_5,5,<<Geometric Calculation&&Polygon operations>>,2,
leaderboard_bbh_geometric_shapes_question_32,bbh_geometric_shapes,"This SVG path element <path d=""M 30.17,45.97 L 58.79,40.36 L 18.10,15.70 M 18.10,15.70 L 30.17,45.97""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",identify SVG path shape; geometry shape classification,agent_5,5,<<Geometric Calculation&&Polyline Simplyfication>>,2,
leaderboard_bbh_geometric_shapes_question_123,bbh_geometric_shapes,"This SVG path element <path d=""M 27.91,67.16 L 3.81,55.19 L 22.81,3.46 M 22.81,3.46 L 27.91,67.16""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG shape classification; path geometry analysis; identify polygon shape from path data,agent_1,1,<<Geometric Calculation&&Is Convex Polygon>>,2,
leaderboard_bbh_geometric_shapes_question_123,bbh_geometric_shapes,"This SVG path element <path d=""M 27.91,67.16 L 3.81,55.19 L 22.81,3.46 M 22.81,3.46 L 27.91,67.16""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG shape classification; path geometry analysis; identify polygon shape from path data,agent_1,1,<<Geometric Calculation&&Segment Intersect>>,2,
leaderboard_bbh_geometric_shapes_question_123,bbh_geometric_shapes,"This SVG path element <path d=""M 27.91,67.16 L 3.81,55.19 L 22.81,3.46 M 22.81,3.46 L 27.91,67.16""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG shape classification; path geometry analysis; identify polygon shape from path data,agent_2,2,<<Geometric Calculation&&Is Convex Polygon>>,2,
leaderboard_bbh_geometric_shapes_question_123,bbh_geometric_shapes,"This SVG path element <path d=""M 27.91,67.16 L 3.81,55.19 L 22.81,3.46 M 22.81,3.46 L 27.91,67.16""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG shape classification; path geometry analysis; identify polygon shape from path data,agent_3,3,<<Geometric Calculation&&Segment Intersect>>,2,
leaderboard_bbh_geometric_shapes_question_192,bbh_geometric_shapes,"This SVG path element <path d=""M 88.24,69.26 L 80.27,95.00 A 26.94,26.94 107.20 0,1 92.49,42.66 L 88.24,69.26""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape identification; geometry multiple choice answer,agent_1,1,<<Geometric Calculation&&Minkowski Diff>>,2,
leaderboard_bbh_geometric_shapes_question_192,bbh_geometric_shapes,"This SVG path element <path d=""M 88.24,69.26 L 80.27,95.00 A 26.94,26.94 107.20 0,1 92.49,42.66 L 88.24,69.26""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape identification; geometry multiple choice answer,agent_2,2,<<GeoApi&&/api/Geo/MakeValid>>,2,
leaderboard_bbh_geometric_shapes_question_192,bbh_geometric_shapes,"This SVG path element <path d=""M 88.24,69.26 L 80.27,95.00 A 26.94,26.94 107.20 0,1 92.49,42.66 L 88.24,69.26""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape identification; geometry multiple choice answer,agent_3,3,<<geojoins&&within>>,2,
leaderboard_bbh_geometric_shapes_question_192,bbh_geometric_shapes,"This SVG path element <path d=""M 88.24,69.26 L 80.27,95.00 A 26.94,26.94 107.20 0,1 92.49,42.66 L 88.24,69.26""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape identification; geometry multiple choice answer,agent_4,4,<<geojoins&&covers>>,2,
leaderboard_bbh_geometric_shapes_question_215,bbh_geometric_shapes,"This SVG path element <path d=""M 74.15,65.82 L 62.73,69.82 M 62.73,69.82 L 70.21,58.22 L 84.00,58.77 M 84.00,58.77 L 74.15,65.82""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape classification; determine polygon shape from path data,agent_1,1,Geometric Calculation&&Is Convex Polygon,2,
leaderboard_bbh_geometric_shapes_question_215,bbh_geometric_shapes,"This SVG path element <path d=""M 74.15,65.82 L 62.73,69.82 M 62.73,69.82 L 70.21,58.22 L 84.00,58.77 M 84.00,58.77 L 74.15,65.82""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape classification; determine polygon shape from path data,agent_1,1,Geometric Calculation&&Segment Intersect,2,
leaderboard_bbh_geometric_shapes_question_215,bbh_geometric_shapes,"This SVG path element <path d=""M 74.15,65.82 L 62.73,69.82 M 62.73,69.82 L 70.21,58.22 L 84.00,58.77 M 84.00,58.77 L 74.15,65.82""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape classification; determine polygon shape from path data,agent_2,2,Geometric Calculation&&Segment Intersect,2,
